change_type	namespace	guid	row	old_source_hash	new_source_hash	old_text	new_text	current_zh_text	zh_diff_evidence
added_only	/Game/Data/DataTables/Item/DT_ItemBaseData	E60D8AA04D6872513D0300B2AEEEEEC8	300290599		2351807506		Contains Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>3~4 (Socketable)</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的装备。
added_only	/Game/Data/DataTables/Item/DT_ItemBaseData	EFA1AD6F4F66BA6EAE9294886C056D83	301296999		1681212317		Contains Assault Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>4~5</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的强攻装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的强攻装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的强攻装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的强攻装备。
added_only	/Game/Data/DataTables/Item/DT_ItemBaseData	F12D86E440048A073C2224A357221227	300600699		3868933819		Contains Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>2~3</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的装备。
added_only	/Game/Data/DataTables/Item/DT_ItemBaseData	F4943EF144E8C38BD5FEB38B0E667608	300202999		1717254900		Contains Clash Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>3~4 (Socketable)</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的对抗装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的对抗装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的对抗装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的对抗装备。
added_only	/Game/Data/DataTables/Item/DT_ItemShow_Equip	076538D4405D54A7779B70A3C41892FB	301240799		704401755		Contains Clash Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>2~4</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的对抗装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的对抗装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的对抗装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的对抗装备。
added_only	/Game/Data/DataTables/Item/DT_ItemShow_Equip	1113771B4F7A2A2EB7324695ED949691	300206199		158519485		Contains Assault Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>3~4 (Socketable)</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的强攻装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的强攻装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的强攻装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的强攻装备。
added_only	/Game/Data/DataTables/Item/DT_ItemShow_Equip	1D22F1F44805ACA97D5B7E8875B09740	300290899		9485251		Contains Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>3~5</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~5</>的装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~5</>的装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~5</>的装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~5</>的装备。
added_only	/Game/Data/DataTables/Item/DT_ItemShow_Equip	3294FB5B48DD767D89A392BC8A43FE5D	301403099		2070173646		Contains Assault Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>3~4</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的强攻装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的强攻装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的强攻装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的强攻装备。
added_only	/Game/Data/DataTables/Item/DT_ItemShow_Equip	35AB45C24A0A05E95C608791B5F6ADC8	301301199		3169339461		Contains Assault Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>2~3</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的强攻装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的强攻装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的强攻装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的强攻装备。
added_only	/Game/Data/DataTables/Item/DT_ItemShow_Equip	45CA42DC46DE28FC6461F2A889708007	301401499		340639111		Contains Clash Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>3~4</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的对抗装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的对抗装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的对抗装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的对抗装备。
added_only	/Game/Data/DataTables/Item/DT_ItemShow_Equip	5EF5801144495B320EFEDB860A698CD8	301240999		84289409		Contains Support Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>2~4</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的辅助装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的辅助装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的辅助装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的辅助装备。
added_only	/Game/Data/DataTables/Item/DT_ItemShow_Equip	6B7AB0DF46BC10A0F9E6D393E44C9D67	300209399		1252084782		Contains Support Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>3~4 (Socketable)</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的辅助装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的辅助装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的辅助装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的辅助装备。
added_only	/Game/Data/DataTables/Item/DT_ItemShow_Equip	7F244C784D09F2250BA29FBAF2D5F70F	301301899		4282111190		Contains Support Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>2~3</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的辅助装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的辅助装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的辅助装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的辅助装备。
added_only	/Game/Data/DataTables/Item/DT_ItemShow_Equip	85CE72CD479C23BE2047ED91B776C608	301240899		1188412178		Contains Assault Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>2~4</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的强攻装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的强攻装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的强攻装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的强攻装备。
added_only	/Game/Data/DataTables/Item/DT_ItemShow_Equip	9358DD8C4E24487CD8E368A4447F1799	301490299		4048207465		Contains Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>3~4</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的装备。
added_only	/Game/Data/DataTables/Item/DT_ItemShow_Equip	96DD997D472B95B7671AC1B36B23D93A	301295499		669441806		Contains Support Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>4~5</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的辅助装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的辅助装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的辅助装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的辅助装备。
added_only	/Game/Data/DataTables/Item/DT_ItemShow_Equip	AC23520A425BC00209B27190145CA1F2	301294299		186427860		Contains Clash Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>4~5</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的对抗装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的对抗装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的对抗装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的对抗装备。
added_only	/Game/Data/DataTables/Item/DT_ItemShow_Equip	B86C215C45D1D9E4B7989E95CB676659	301404699		951569245		Contains Support Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>3~4</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的辅助装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的辅助装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的辅助装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的辅助装备。
added_only	/Game/Data/DataTables/Item/DT_ItemShow_Equip	D1EFC75B4E16E1120103CD98CA602DCF	301300499		3552682508		Contains Clash Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>2~3</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的对抗装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的对抗装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的对抗装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的对抗装备。
added_only	/Game/Data/DataTables/Item/DT_ItemShow_Equip	E60D8AA04D6872513D0300B2AEEEEEC8	300290599		2351807506		Contains Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>3~4 (Socketable)</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的装备。
added_only	/Game/Data/DataTables/Item/DT_ItemShow_Equip	EFA1AD6F4F66BA6EAE9294886C056D83	301296999		1681212317		Contains Assault Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>4~5</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的强攻装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的强攻装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的强攻装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的强攻装备。
added_only	/Game/Data/DataTables/Item/DT_ItemShow_Equip	F12D86E440048A073C2224A357221227	300600699		3868933819		Contains Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>2~3</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的装备。
added_only	/Game/Data/DataTables/Item/DT_ItemShow_Equip	F4943EF144E8C38BD5FEB38B0E667608	300202999		1717254900		Contains Clash Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>3~4 (Socketable)</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的对抗装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的对抗装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的对抗装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的对抗装备。
added_only	/Game/Data/DataTables/LocalText/DT_LocalizeText_Battle	D7EB4A14464A07FC9C665A9A999525CD	fubenshenjiang03		4007454554		Shatter the Thunder Sword and pursue the enemy.	击碎雷剑，化剑追敌	added=击碎雷剑，化剑追敌
added_only	/Game/Data/DataTables/LocalText/DT_LocalizeText_Common	DCC5A3724A1873BADD0A53B75A83DD15	QuestConflict_Tips02		754238		Continue after completing [{0}]	完成【{0}】后可继续进行	changed old=请先完成{0}后继续本任务 new=完成【{0}】后可继续进行
added_only	/Game/Data/DataTables/LocalText/DT_LocalizeText_Plateau	F43D4A744878F4AFD37E52B383F7557F	Alert_AskIfExitDungeonWithEnchant		3019370490		"There are unclaimed <span color=""#FFE398"">Enchanting Dawn</> rewards. Are you sure you want to exit the current challenge?"	"尚有未领取的<span color=""#FFE398"">附流启明</>，是否确定退出当前挑战？"	"added=尚有未领取的<span color=""#FFE398"">附流启明</>，是否确定退出当前挑战？"
added_only	/Game/Data/DataTables/LocalText/DT_LocalizeText_Quest	41DB52834167CF6124EAE98AF931E5A2	Quest_OwnerConflictTips		1853023099		The party leader must complete the occupied quest first	队长需先完成占用的任务	added=队长需先完成占用的任务
added_only	/Game/Data/DataTables/LocalText/DT_LocalizeText_Quest	C2190870492DC710A6F96F9D7C80D5B7	Quest_LeaveConflictZoneTips		34854975		Must leave the quest area and return to start	需离开任务区域再返回开始	added=需离开任务区域再返回开始
added_only	/Game/Data/DataTables/LocalText/DT_LocalizeText_Team	2BFF70834913140ECEA01696A3DC15B8	TeamInvitationRejectReason_TimeOut_Self		2931914439		Timed out	自己超时未响应	added=自己超时未响应
added_only	/Game/Data/DataTables/LocalText/DT_LocalizeText_Team	64A424DB4EF608A626B49C97CE6F8870	TeamInvitationRejectReason_TimeOut		1036263402		Opponent timed out	对方超时未响应	added=对方超时未响应
added_only	/Game/Data/DataTables/Lottery/AppearanceGift/DT_LotteryAppearanceGift	1941B4A34E004EC152203D9FF0C44070	90001		1068409159		Xuanqing Wandering Shadow Prize Pool Grand Prize Collection	玄清游影奖池集齐大奖	added=玄清游影奖池集齐大奖
added_only	/Game/Data/DataTables/Lottery/AppearanceGift/DT_LotteryAppearanceGift	404336064706EEE496B23C95EACF2720	9001105		1092874016		Xuanqing Wandering Shadow Umbrella Action Gift Configuration	玄清游影伞动作赠品配置	added=玄清游影伞动作赠品配置
added_only	/Game/Data/DataTables/NewbieGuide/DT_NewbieGuide_GamePlay	AE59C5614859C7BAFC0AE19B0131EBF0	110110001		2008967215		Invisible Path	隐形石板	added=隐形石板
added_only	/Game/Data/DataTables/QuestTable/QuestConflict/DT_QuestConflict_HeroStory	DE4FABC34703F4B1E63E2192F01AB6A7	4060103		462189219		Sunset Collector	日落收藏家 	added=日落收藏家 
added_only	/Game/Data/DataTables/QuestTable/QuestConflict/DT_QuestConflict_MainQuest	169B2703413617D6B10D018B3F81EBF3	309		4021167040		Luban S1M4	鲁班S1M4	added=鲁班S1M4
added_only	/Game/Data/DataTables/QuestTable/QuestConflict/DT_QuestConflict_MainQuest	98E858F84900859A329A7D810BF7EC62	309		3631272946		Luban S1M1	鲁班S1M1	added=鲁班S1M1
added_only	/Game/Data/DataTables/RankSystem/DT_RankSystemInfo_BossRush	9523F8804793CE65A2DD13868C2611FF	200002		699346165		Top 1000 Leaderboard Rewards	榜单前1000名奖励	changed old=榜单前十万名奖励 new=榜单前1000名奖励
added_only	/Game/Data/DataTables/Setting/2Android/DT_SettingItem_Android	40C0D07B4C545AA27007B2A4C747448C	JoystickAutoMove		1762786104		When enabled, you can lock the forward movement state while moving. Drag the joystick again to unlock.	开启后，移动中可锁定向前移动的状态，再次拖动轮盘解除锁定。	added=开启后，移动中可锁定向前移动的状态，再次拖动轮盘解除锁定。
added_only	/Game/Data/DataTables/Setting/2Android/DT_SettingItem_Android	63E5E1E146589CEBACEB8294BD7A38D6	JoystickAutoMove		496126183		Close	关闭	added=关闭
added_only	/Game/Data/DataTables/Setting/2Android/DT_SettingItem_Android	99997855400E78DD996577BAD3132B1E	JoystickAutoMove		3556923458		Joystick Auto-Move	轮盘锁定移动	added=轮盘锁定移动
added_only	/Game/Data/DataTables/Setting/2Android/DT_SettingItem_Android	FDD0C0FE43C9117693DCEE82E06CC91F	JoystickAutoMove		593198899		Enable	开启	added=开启
added_only	/Game/Data/DataTables/Setting/3IOS/DT_SettingItem_IOS	4C54C550499B9358FADC6C90042B018A	JoystickAutoMove		593198899		Enable	开启	added=开启
added_only	/Game/Data/DataTables/Setting/3IOS/DT_SettingItem_IOS	564BA56346F2CBE7573F3FB49A11EF74	JoystickAutoMove		1762786104		When enabled, you can lock the forward movement state while moving. Drag the joystick again to unlock.	开启后，移动中可锁定向前移动的状态，再次拖动轮盘解除锁定。	added=开启后，移动中可锁定向前移动的状态，再次拖动轮盘解除锁定。
added_only	/Game/Data/DataTables/Setting/3IOS/DT_SettingItem_IOS	9BD96B45498B7BD83FA14296145EE365	JoystickAutoMove		496126183		Close	关闭	added=关闭
added_only	/Game/Data/DataTables/Setting/3IOS/DT_SettingItem_IOS	A12299DE453B1877DE9286B740BFDF58	JoystickAutoMove		3556923458		Joystick Auto-Move	轮盘锁定移动	added=轮盘锁定移动
added_only	/Game/Data/DataTables/Social/SocialBadge/DT_SocialBadgeRules	1338D7194F95EDE39A7868B6E46171B8	InterestRule		3506077084		Tap [Interest Badges] in the sidebar on the right of the Interest Circle to enter the badge details screen. Tap [Wear Management] in the top right to edit and equip badges.	点击兴趣圈右侧徽章侧边栏的【兴趣徽章】，可进入徽章详情界面。点击徽章详情界面右上角的【佩戴管理】，可编辑和佩戴徽章。	changed old=前往兴趣圈个人主页，点击【全部徽章】，可进入徽章详情界面。点击徽章详情界面右上角的【佩戴管理】，可编辑和佩戴徽章。 new=点击兴趣圈右侧徽章侧边栏的【兴趣徽章】，可进入徽章详情界面。点击徽章详情界面右上角的【佩戴管理】，可编辑和佩戴徽章。
