namespace	guid	source_hash	row	zh_text	en_text	status	allow_new_namespace
/Game/Data/DataTables/Map/DT_PublicAreaRegion	463ACF0B478A7C1F0E7CEBB1771A7F9C	845683703	110700804	交汇点·声动万象	Junction: Sound of All Things	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	A04EC2C74DC07870C3079797232F12F2	160197822	110700804	弃用	Discard	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	C83DC0B8481D71B7E0000598523B9B2F	845683703	110700804	交汇点·声动万象	Junction: Sound of All Things	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	36BE5D634B250666DF10C297D0510AC9	1934467662	110700808	交汇点·口袋牌室	Junction: Pocket Card Room	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	A914CBCF44D0A898531D3BA7A0F8856C	1934467662	110700808	交汇点·口袋牌室	Junction: Pocket Card Room	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	894516B4409E03149BFF85ADADC635F0	1322248276	110800111	交汇点·百鸣港	Junction: Baiming Port	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	D2A0E977456BC953C8526286F3E0EC68	1322248276	110800111	交汇点·百鸣港	Junction: Baiming Port	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	A778467F44998905F904FC8DFBBC5C0E	3053362417	110800112	交汇点·鹤鸣馆	Junction: Heming Hall	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	BE6C95BA499F85AC9107B2931D170B68	3053362417	110800112	交汇点·鹤鸣馆	Junction: Heming Hall	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	B5875FC047E438155C3626BBDCBE084C	1031872773	110800132	交汇点·隐逸村	Junction: Hidden Village	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	CADC8663468759E713A8BBBDEA398AA5	1031872773	110800132	交汇点·隐逸村	Junction: Hidden Village	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	0D6BB70E4424B93FBA0CA9ACE5A34B56	4174021859	110800133	交汇点·云深营地	Junction: Yunshen Camp	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	B9974CD04D175E38510D5FBE89B24818	4174021859	110800133	交汇点·云深营地	Junction: Yunshen Camp	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	113F9848416BD2FC8E17D3844BC3415B	1202050561	110800141	交汇点·赤隼馆	Junction: Chijun Hall	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	F18C92B844418517FE2EBDB798EDF2CB	1202050561	110800141	交汇点·赤隼馆	Junction: Chijun Hall	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	136B63464AAC52179F4803B1E50A2F2B	3577923290	110800161	交汇点·墨焰阁	Junction: Moyan Pavilion	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	FA4C7E0748B363E3473E479A004D6B2D	3577923290	110800161	交汇点·墨焰阁	Junction: Moyan Pavilion	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	609A41684560E49B71C29381BB94E3EF	1741517596	110800191	交汇点·虎啸堂	Junction: Huxiao Hall	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	857445564C3AE225F07A698EA888B47C	1741517596	110800191	交汇点·虎啸堂	Junction: Huxiao Hall	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	0EE5D9324B6785D87954A9BDBED75764	4253839757	110800201	交汇点·潭影营地	Junction: Tanying Camp	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	19BD47464869884B52F3239467E64CFF	4253839757	110800201	交汇点·潭影营地	Junction: Tanying Camp	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	0CF2F80746ADEDFB5FD13DBF208ED3B6	4066869787	110800202	交汇点·观星台	Junction: Star-Gazing Platform	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	3135403F4BF2DB449DA743905786D34A	4066869787	110800202	交汇点·观星台	Junction: Star-Gazing Platform	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	889D3F4B4385D0B40836EF87789E05F1	392721492	110800211	交汇点·攀云塔	Junction: Pan Yun Tower	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	8F624E364D803CF1217697B13C6B9A69	392721492	110800211	交汇点·攀云塔	Junction: Pan Yun Tower	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	382D645C410B43D246639A81772293BC	4291902348	110800212	交汇点·百草园	Junction: Hundred Herb Garden	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	48334DA543ADC9E640B386A521947496	4291902348	110800212	交汇点·百草园	Junction: Hundred Herb Garden	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	1ABAA2F44B1BCB4FB787D0AED0AE7D30	3934250700	110800213	交汇点·丰云野	Junction: Fengyun Wilds	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	F532E4E44A928394DF4D3491EFC9D555	3934250700	110800213	交汇点·丰云野	Junction: Fengyun Wilds	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	9AFC030248EBD3A9560CA1B783E87332	4163695601	110800262	交汇点·荣耀塔	Junction: Glory Tower	translated	False
/Game/Data/DataTables/Map/DT_PublicAreaRegion	E5955760461EA27BAF308B93E08F2FBA	4163695601	110800262	交汇点·荣耀塔	Junction: Glory Tower	translated	False
/Game/Data/DataTables/NPC/DT_NPCMetaData_Eastworld_C	76B77A284BA011C780AD3FA2F74FDCE6	1792339877	10012063	莫千帆	Mo Qianfan	translated	False
/Game/Data/DataTables/NPC/DT_NPCMetaData_Eastworld_C	A78284664A3A4636D7D05C9B41D7C2C1	1011118067	10012064	安向远	An Xiangyuan	translated	False
/Game/Data/DataTables/NPC/DT_NPCMetaData_Eastworld_C	416B933D4D2D05B7718FCEADED81B1E2	2722598622	10012065	宋北辰	Song Beichen	translated	False
/Game/Data/DataTables/NPC/DT_NPCMetaData_Eastworld_C	012C0DA942C6169758DD568B632C8DA0	579477711	10012066	郭羽	Guo Yu	translated	False
/Game/Data/DataTables/NPC/DT_NPCMetaData_Eastworld_C	9392767F448630408FEA319C1422E85C	1271477637	10012067	林守安	Lin Shou'an	translated	False
/Game/Data/DataTables/NPC/DT_NPCMetaData_Eastworld_C	EEF0461B44710C54FB0F51A542D49161	1683646924	10012068	王文也	Wang Wenye	translated	False
/Game/Data/DataTables/NPC/DT_NPCMetaData_Eastworld_C	DD0D29A64D0570053FD84C808D0635C4	223208283	10012069	秋李	Qiuli	translated	False
/Game/Data/DataTables/NPC/DT_NPCMetaData_Eastworld_C	1117DD5243CDF62BE5C63F999927CE77	2807779853	10012070	琴萧	Qin Xiao	translated	False
/Game/Data/DataTables/NPC/DT_NPCMetaData_Eastworld_C	943F7BA14731543F248F61935EA6D651	1033657454	10012071	飞洋	Feiyang	translated	False
/Game/Data/DataTables/NPC/DT_NPCMetaData_Eastworld_C	A407502E4C27739C5ECA30975A1C138E	3639508752	10012072	徐平清	Xu Pingqing	translated	False
/Game/Data/DataTables/NPC/DT_NPCMetaData_Eastworld_C	C1FDAB0547EA0ACA322E648F32C0DF9D	2811326532	10012073	泽舟	Zezhou	translated	False
/Game/Data/DataTables/NPC/DT_NPCMetaData_Eastworld_C	252ED0A644DD0E8966A31D8277B13034	1158341910	10012074	雯青灵	Wen Qingling	translated	False
/Game/Data/DataTables/NPC/DT_NPCMetaData_Eastworld_C	1672676B45C6D21E2506EB9EABD177B4	4233420783	10012075	风岳玲	Feng Yueling	translated	False
/Game/Data/DataTables/NPC/DT_NPCMetaData_Eastworld_C	895E1E1F40EB9200E12556BB9E7C6518	2640660977	10012076	杜庚	Du Geng	translated	False
/Game/Data/DataTables/NPC/DT_NPCMetaData_Eastworld_C	A2F1EEF3461EA0E4AE36B7822A3E08B8	2033551344	10012077	晴英	Qingying	translated	False
/Game/Data/DataTables/NPC/DT_NPCMetaData_Eastworld_C	E5595F5F4CFB6F8300F31EA0D142F673	2498097878	10012078	安重礼	An Zhongli	translated	False
/Game/Data/DataTables/NPCTable/DT_NPC_Civilian_Eastworld_C	76B77A284BA011C780AD3FA2F74FDCE6	1792339877	40121457	莫千帆	Mo Qianfan	translated	False
/Game/Data/DataTables/NPCTable/DT_NPC_Civilian_Eastworld_C	A78284664A3A4636D7D05C9B41D7C2C1	1011118067	40121458	安向远	An Xiangyuan	translated	False
/Game/Data/DataTables/NPCTable/DT_NPC_Civilian_Eastworld_C	416B933D4D2D05B7718FCEADED81B1E2	2722598622	40121459	宋北辰	Song Beichen	translated	False
/Game/Data/DataTables/NPCTable/DT_NPC_Civilian_Eastworld_C	012C0DA942C6169758DD568B632C8DA0	579477711	40121460	郭羽	Guo Yu	translated	False
/Game/Data/DataTables/NPCTable/DT_NPC_Civilian_Eastworld_C	9392767F448630408FEA319C1422E85C	1271477637	40121461	林守安	Lin Shou'an	translated	False
/Game/Data/DataTables/NPCTable/DT_NPC_Civilian_Eastworld_C	EEF0461B44710C54FB0F51A542D49161	1683646924	40121462	王文也	Wang Wenye	translated	False
/Game/Data/DataTables/NPCTable/DT_NPC_Civilian_Eastworld_C	DD0D29A64D0570053FD84C808D0635C4	223208283	40121463	秋李	Qiuli	translated	False
/Game/Data/DataTables/NPCTable/DT_NPC_Civilian_Eastworld_C	1117DD5243CDF62BE5C63F999927CE77	2807779853	40121464	琴萧	Qin Xiao	translated	False
/Game/Data/DataTables/NPCTable/DT_NPC_Civilian_Eastworld_C	943F7BA14731543F248F61935EA6D651	1033657454	40121465	飞洋	Feiyang	translated	False
/Game/Data/DataTables/NPCTable/DT_NPC_Civilian_Eastworld_C	A407502E4C27739C5ECA30975A1C138E	3639508752	40121466	徐平清	Xu Pingqing	translated	False
/Game/Data/DataTables/NPCTable/DT_NPC_Civilian_Eastworld_C	C1FDAB0547EA0ACA322E648F32C0DF9D	2811326532	40121467	泽舟	Zezhou	translated	False
/Game/Data/DataTables/NPCTable/DT_NPC_Civilian_Eastworld_C	252ED0A644DD0E8966A31D8277B13034	1158341910	40121468	雯青灵	Wen Qingling	translated	False
/Game/Data/DataTables/NPCTable/DT_NPC_Civilian_Eastworld_C	1672676B45C6D21E2506EB9EABD177B4	4233420783	40121469	风岳玲	Feng Yueling	translated	False
/Game/Data/DataTables/NPCTable/DT_NPC_Civilian_Eastworld_C	A2F1EEF3461EA0E4AE36B7822A3E08B8	2033551344	40121470	晴英	Qingying	translated	False
/Game/Data/DataTables/NPCTable/DT_NPC_Civilian_Eastworld_C	895E1E1F40EB9200E12556BB9E7C6518	2640660977	40121471	杜庚	Du Geng	translated	False
/Game/Data/DataTables/NPCTable/DT_NPC_Civilian_Eastworld_C	E5595F5F4CFB6F8300F31EA0D142F673	2498097878	40121472	安重礼	An Zhongli	translated	False
/Game/Data/DataTables/Network/DT_NetMessageErrorDefine	F46F8A8F4048997565997CAD5DFA79BA	2865636061	12600	数据异常，无法操作	Data error, operation failed	translated	False
/Game/Data/DataTables/Network/DT_NetMessageErrorDefine	E7A4B5264F3F353F39B47FA1936FEE4A	3636313312	12616	外观方案未解锁	Appearance scheme not unlocked	translated	False
/Game/Data/DataTables/Network/DT_NetMessageErrorDefine	5C3FF59048502124D04B3E85B237B18B	4052718212	16447	好友已关闭入画功能，请刷新后重试	The friend has disabled the painting feature. Please refresh and try again.	translated	False
/Game/Data/DataTables/Network/DT_NetMessageErrorDefine	41BA8E054686D302C8E818A1ABE71815	126330731	16448	亲密度不足，无法默契入画，请刷新后重试	Insufficient intimacy to enter the painting. Please refresh and try again.	translated	False
/Game/Data/DataTables/Network/DT_NetMessageErrorDefine	C01DA3E849783105D647ADBEFF03C4C3	3107027798	16449	对方已有入画权限，请刷新后重试	The other party already has painting permissions. Please refresh and try again.	translated	False
/Game/Data/DataTables/Network/DT_NetMessageErrorDefine	A0D827F641ADE63126B3B493099B23D6	3486151037	16450	入画申请已过期或不存在，请刷新后重试	The painting application has expired or does not exist. Please refresh and try again.	translated	False
/Game/Data/DataTables/Network/DT_NetMessageErrorDefine	F85DCEEE40D130364C0C6A80D5B8CC8E	2421696318	16451	默契入画不可取消	Cannot cancel synchronized painting	translated	False
/Game/Data/DataTables/Network/DT_NetMessageErrorDefine	9A9621D74B964E2EBEB13384068BE104	2877350279	16452	无邀请入画权限，请刷新后重试	No permission to invite to enter the painting. Please refresh and try again.	translated	False
/Game/Data/DataTables/Network/DT_NetMessageErrorDefine	D646E52142F32B69C7281CA8FD1EA241	834357230	16453	暂无入画权限，无法入画	No permission to enter the painting, unable to enter.	translated	False
/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	A285419E4CF82CC4253F3CB3AFB0946B	4271906759	10104300	首领狂暴时间-15%。	Boss Enrage Time -15%.	translated	False
/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	52BFEC3C4F27DD8C59A1CEA16C939255	3785575860	10104301	首领狂暴时间-30%。	Boss Enrage Time -30%.	translated	False
/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	49FB8098442165EE51F876815B3A8CD0	2006171609	10104330	若怪物红光技没有被反制，使用红光技后怪物会立刻恢复20%架势条。	If the monster's red-glint skill is not countered, the monster will immediately recover 20% of its Posture Bar after using the skill.	translated	False
/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	97B8CAF24152A43549ED918D57ADC826	1915728279	10104331	若怪物红光技没有被反制，使用红光技后怪物会立刻恢复40%架势条。	If the monster's red-glint skill is not countered, the monster will immediately recover 40% of its Posture Bar after using the skill.	translated	False
/Game/Data/DataTables/Plateau/PlateauDifficulty/DT_PlateauDungeon_Difficulty	C00CB4594009701E8769AE822158AE8A	700678614	12008	至高	Supreme	translated	False
/Game/Data/DataTables/PlayerReturn/DT_PlayerReturnContent	AAC6553F4C36682B46C19E944A9DBE5F	3189219896	2001	归虚梦演最终战({0}/{1})	Final Battle of the Dream of Returning to Nothingness ({0}/{1})	translated	False
/Game/Data/DataTables/SeasonSystem/DT_SeasonSystemDetailPageInfo	3DAE99E742DD7AEB72D86C981465191C	766082869	10101	梦演	Dream Performance	translated	False
/Game/Data/DataTables/SeasonSystem/DT_SeasonSystemDetailPageInfo	47B02F4A47344570674009A81728BA4E	377350159	10103	新玩法	New Gameplay	translated	False
/Game/Data/DataTables/SeasonSystem/DT_SeasonSystemDetailPageInfo	F11648CF427B31D886C54E96EC2AB6E1	3643699471	10103	绝境	Desperation	translated	False
/Game/Data/DataTables/SeasonSystem/DT_SeasonSystemDetailPageInfo	52A9217E440582CC1C8C54963B932604	702218447	10105	"荣耀装等开放138~240级・
新增万相附流词条效果・
新增附流启明，可添加稀世级万相附流・"	"Honor Gear Level cap increased to 138-240・
Added new Myriad-Flow Affix effects・
Added Flow-Affix Enlightenment, allowing the addition of Rare-tier Myriad-Flow Affixes・"	translated	False
/Game/Data/DataTables/SeasonSystem/DT_SeasonSystemHomePageInfo	363A06BD4C560C112E6D83A37EC2464B	3656619113	12	"燃山回响：天柱墟深处是何物作祟？
梦行奇谭：行至梦隙边缘，止步回望，全新层数现已开放。
更有鲲梦决·堕梦等全新挑战同步上线。"	"Burning Mountain Echo: What is causing havoc deep within the Heavenly Pillar Ruins?
Dreamwalk Chronicles: Reach the edge of the dream rift, pause, and look back. New floors are now open.
Even more challenges like Kun Dream Duel: Fallen Dream are now available."	translated	False
/Game/Data/DataTables/SeasonSystem/DT_SeasonSystemHomePageInfo	45C9B4C440C7383C60E078B7837BAC1E	2455959898	12	鲲梦决·堕梦	Kun Dream Duel: Fallen Dream	translated	False
/Game/Data/DataTables/SeasonSystem/DT_SeasonSystemHomePageInfo	B16056344BA9FC5D0C587183B0187A76	2858079307	12	梦行奇谭 4~12层	Dreamwalk Chronicles Floors 4-12	translated	False
/Game/Data/DataTables/SeasonSystem/DT_SeasonSystemHomePageInfo	88871DFD4BCBBB58FDF36C986F92756D	3643699471	3	绝境	Desperation	translated	False
/Game/Data/DataTables/SeasonSystem/DT_SeasonSystemHomePageInfo	421F5804490423CBD8FA45B7B330A36E	2858079307	6	梦行奇谭 4~12层	Dreamwalk Chronicles Floors 4-12	translated	False
/Game/Data/DataTables/SeasonSystem/DT_SeasonSystemHomePageInfo	A63921924D624DD96C59CDB4AFDB6662	2455959898	6	鲲梦决·堕梦	Kun Dream Duel: Fallen Dream	translated	False
/Game/Data/DataTables/SeasonSystem/DT_SeasonSystemHomePageInfo	E6FD57274875A03FC47547BD149CC3CE	3656619113	6	"燃山回响：天柱墟深处是何物作祟？
梦行奇谭：行至梦隙边缘，止步回望，全新层数现已开放。
更有鲲梦决·堕梦等全新挑战同步上线。"	"Burning Mountain Echo: What is causing havoc deep within the Heavenly Pillar Ruins?
Dreamwalk Chronicles: Reach the edge of the dream rift, pause, and look back. New floors are now open.
Even more challenges like Kun Dream Duel: Fallen Dream are now available."	translated	False
/Game/Data/DataTables/SeasonSystem/DT_SeasonSystemHomePageInfo	28F8987242830379BEBBA99DF4349926	3643699471	9	绝境	Desperation	translated	False
/Game/Data/DataTables/SendGift/DT_SendGiftTable	D8881AD74B3DE413988DB7BB346CCA65	953599828	1	燃放烟花{0}×{1}	Launch Firework {0}×{1}	translated	False
/Game/Data/DataTables/SendGift/DT_SendGiftTable	9812F6E541BAB08A3C97C38F12552B2E	953599828	2	燃放烟花{0}×{1}	Launch Firework {0}×{1}	translated	False
/Game/Data/DataTables/Setting/1Windows/DT_SettingItem_Windows	14509A2D4E2A5E604D7E9B88F86D567B	496126183	FrameGenerationMethod	关闭	Close	translated	False
/Game/Data/DataTables/Setting/1Windows/DT_SettingItem_Windows	53DA2B564EF9907C9D421BB97309C471	3199519922	FrameGenerationMethod	自动	Auto	translated	False
/Game/Data/DataTables/Social/DT_SocialItemConfig	8EE2FD7E4449C73C9AEC608132C0C2DF	3899821047	10035	星河入怀	Embracing the Galaxy	translated	False
/Game/Data/DataTables/Summoner/DT_NewSummonerSkill	3793C5F1499196F1AA087DA142A23F33	3194694095	6	"被动效果：更容易吸引敌人仇恨；
精准御敌(闪避、格挡、化解)后，引动战场之流激荡扩散，自身破势效率提升20%。"	"Passive Effect: More likely to attract enemy aggro;
After a Precision Defense (Dodge, Block, Deflect), trigger a surge of battlefield flow, increasing your own Break Power efficiency by 20%."	translated	False
/Game/Data/DataTables/SystemUnlock/DT_SystemUnlock	237C3B2E4FD7B5BFCFEA6C8C78241AF4	3643699471	1129	绝境	Desperation	translated	False
/Game/Data/ExportDialogues/BigWorldEl01/BigWorldEl01_FWZB/MengLeiChuXingQu/DT_DialogueInfo_BigWorldEl01_FWZB_MengLeiChuXingQu	BigWorldEl01_FWZB_MengLeiChuXingQu_01_GuiHaiLi_DialogueText	1332532944	BigWorldEl01_FWZB_MengLeiChuXingQu_01_GuiHaiLi	帅气难抵挡！	Too cool to resist!	translated	False
/Game/Data/ExportDialogues/BigWorldEl01/BigWorldEl01_FWZB/MengLeiChuXingQu/DT_DialogueInfo_BigWorldEl01_FWZB_MengLeiChuXingQu	BigWorldEl01_FWZB_MengLeiChuXingQu_03_LeYuan_DialogueText	1010075146	BigWorldEl01_FWZB_MengLeiChuXingQu_03_LeYuan	玲珑峡谷永远的王！	The eternal king of Linglong Canyon!	translated	False
/Game/Data/ExportDialogues/BigWorldEl01/BigWorldEl01_FWZB/MengLeiChuXingQu/DT_DialogueInfo_BigWorldEl01_FWZB_MengLeiChuXingQu	BigWorldEl01_FWZB_MengLeiChuXingQu_04_FuZhi1_DialogueText	1709655778	BigWorldEl01_FWZB_MengLeiChuXingQu_04_FuZhi1	怎么没有伴奏？山河万里执枪肆意笑纳！	Why is there no accompaniment? I shall wield my spear and conquer the world with a laugh!	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_JXGCRK/BoZhongBangSanRenJiuZhangHou/DT_DialogueInfo_Cl05_JXGCRK_BoZhongBangSanRenJiuZhangHou	Cl05_JXGCRK_BoZhongBangSanRenJiuZhangHou_00_WangWenYe_DialogueText	3606533766	Cl05_JXGCRK_BoZhongBangSanRenJiuZhangHou_00_WangWenYe	学院到底发生了什么事？	What exactly happened at the academy?	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_JXGCRK/BoZhongBangSanRenJiuZhangHou/DT_DialogueInfo_Cl05_JXGCRK_BoZhongBangSanRenJiuZhangHou	Cl05_JXGCRK_BoZhongBangSanRenJiuZhangHou_01_QinXiao_DialogueText	1551158444	Cl05_JXGCRK_BoZhongBangSanRenJiuZhangHou_01_QinXiao	夫子院长在哪里？也没见到星之队他们……很担心。	Where is the Dean? I haven't seen the Star Team either... I'm very worried.	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_JXGCRK/BoZhongBangSanRenJiuZhangHou/DT_DialogueInfo_Cl05_JXGCRK_BoZhongBangSanRenJiuZhangHou	Cl05_JXGCRK_BoZhongBangSanRenJiuZhangHou_02_QiuLi_DialogueText	1923193492	Cl05_JXGCRK_BoZhongBangSanRenJiuZhangHou_02_QiuLi	我能理解你们的心情。	I understand how you feel.	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_JXGCRK/BoZhongBangSanRenJiuZhangHou/DT_DialogueInfo_Cl05_JXGCRK_BoZhongBangSanRenJiuZhangHou	Cl05_JXGCRK_BoZhongBangSanRenJiuZhangHou_03_QiuLi_DialogueText	695607557	Cl05_JXGCRK_BoZhongBangSanRenJiuZhangHou_03_QiuLi	等查明情况后，学院会通知大家的。	The academy will notify everyone once the situation is clarified.	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_JXGCRK/RuKouLingYunWeiJiuZhangHou/DT_DialogueInfo_Cl05_JXGCRK_RuKouLingYunWeiJiuZhangHou	Cl05_JXGCRK_RuKouLingYunWeiJiuZhangHou_00_MoQianFan_DialogueText	4197345333	Cl05_JXGCRK_RuKouLingYunWeiJiuZhangHou_00_MoQianFan	请大家不要在外围区域逗留！	Please do not linger in the outer perimeter!	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_JXGCRK/RuKouLingYunWeiJiuZhangHou/DT_DialogueInfo_Cl05_JXGCRK_RuKouLingYunWeiJiuZhangHou	Cl05_JXGCRK_RuKouLingYunWeiJiuZhangHou_01_AnXiangYuan_DialogueText	554046676	Cl05_JXGCRK_RuKouLingYunWeiJiuZhangHou_01_AnXiangYuan	凌云卫会尽力保障大家的安全。	The Lingyun Guard will do our best to ensure everyone's safety.	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_YCJD/GuoYuJiuZhangHou/DT_DialogueInfo_Cl05_YCJD_GuoYuJiuZhangHou	Cl05_YCJD_GuoYuJiuZhangHou_00_GuoYu_DialogueText	1451065658	Cl05_YCJD_GuoYuJiuZhangHou_00_GuoYu	同学们不要怕，凌云卫会守护大家！	Students, don't be afraid! The Lingyun Guard will protect you all!	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_YCJD/LinShouAnJiuZhangHou/DT_DialogueInfo_Cl05_YCJD_LinShouAnJiuZhangHou	Cl05_YCJD_LinShouAnJiuZhangHou_00_LinShouAn0_DialogueText	4064559339	Cl05_YCJD_LinShouAnJiuZhangHou_00_LinShouAn0	请大家不要过度忧虑，保持镇定。	Please do not worry excessively; stay calm.	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_YCJD/QingYingSanRenJiuZhangHou/DT_DialogueInfo_Cl05_YCJD_QingYingSanRenJiuZhangHou	Cl05_YCJD_QingYingSanRenJiuZhangHou_00_QingYing_DialogueText	538379884	Cl05_YCJD_QingYingSanRenJiuZhangHou_00_QingYing	这，这怎么回事！通天塔的外环怎么变成这样了？	W-what's going on! How did the outer ring of the Tongtian Tower end up like this?	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_YCJD/QingYingSanRenJiuZhangHou/DT_DialogueInfo_Cl05_YCJD_QingYingSanRenJiuZhangHou	Cl05_YCJD_QingYingSanRenJiuZhangHou_01_DuGeng_DialogueText	127245776	Cl05_YCJD_QingYingSanRenJiuZhangHou_01_DuGeng	啊！那东西要是掉下来……学院都会被损毁吧！	Ah! If that thing falls... the academy will be destroyed!	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_YCJD/QingYingSanRenJiuZhangHou/DT_DialogueInfo_Cl05_YCJD_QingYingSanRenJiuZhangHou	Cl05_YCJD_QingYingSanRenJiuZhangHou_02_AnZhongLi_DialogueText	834977649	Cl05_YCJD_QingYingSanRenJiuZhangHou_02_AnZhongLi	大家不要恐慌，现在事态都还在控制中，我们会守卫学院与学子的安全。	Everyone, don't panic. The situation is still under control, and we will guard the safety of the academy and the students.	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_YCJD/SangLingJiuZhangHou/DT_DialogueInfo_Cl05_YCJD_SangLingJiuZhangHou	Cl05_YCJD_SangLingJiuZhangHou_00_SangLing_DialogueText	2544415404	Cl05_YCJD_SangLingJiuZhangHou_00_SangLing	招募机关修理小队！有意者请前来报名！	Recruiting for the Mechanism Repair Squad! Those interested, please sign up!	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_YCJD/SangLingJiuZhangHou/DT_DialogueInfo_Cl05_YCJD_SangLingJiuZhangHou	Cl05_YCJD_SangLingJiuZhangHou_01_SangLing_DialogueText	819047024	Cl05_YCJD_SangLingJiuZhangHou_01_SangLing	通天塔外环碎裂，现招募小队设计修复方案，为老师们分忧。	The outer ring of the Heavenly Tower has shattered. We are now recruiting a squad to design a repair plan to ease the teachers' burdens.	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_YCJD/SangLingJiuZhangHou/DT_DialogueInfo_Cl05_YCJD_SangLingJiuZhangHou	Cl05_YCJD_SangLingJiuZhangHou_02_LiWan_DialogueText	2577054158	Cl05_YCJD_SangLingJiuZhangHou_02_LiWan	不是机关学院的能报名吗？我们也想出份力。	Can those not from the Academy of Mechanics sign up? We want to help too.	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_YCJD/SangLingJiuZhangHou/DT_DialogueInfo_Cl05_YCJD_SangLingJiuZhangHou	Cl05_YCJD_SangLingJiuZhangHou_03_SangLing_DialogueText	1566877197	Cl05_YCJD_SangLingJiuZhangHou_03_SangLing	当然可以！大家一起群策群力！	Of course! Let's all work together!	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_YCJD/YouLieJiaJiuZhangHou/DT_DialogueInfo_Cl05_YCJD_YouLieJiaJiuZhangHou	Cl05_YCJD_YouLieJiaJiuZhangHou_00_ZhuoKaiQin_DialogueText	1320479767	Cl05_YCJD_YouLieJiaJiuZhangHou_00_ZhuoKaiQin	学院这是怎么了，也没见到院长他们……	What's wrong with the academy? I haven't seen the Dean and the others...	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_YCJD/YouLieJiaJiuZhangHou/DT_DialogueInfo_Cl05_YCJD_YouLieJiaJiuZhangHou	Cl05_YCJD_YouLieJiaJiuZhangHou_01_ZhuoKaiQin_DialogueText	2299865268	Cl05_YCJD_YouLieJiaJiuZhangHou_01_ZhuoKaiQin	学纪狗，打起精神来，需要的话我们也去帮忙。	Academic Discipline dog, cheer up! We can help if needed.	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_ZCJD/FeiYangJiuZhangHou/DT_DialogueInfo_Cl05_ZCJD_FeiYangJiuZhangHou	Cl05_ZCJD_FeiYangJiuZhangHou_00_FeiYang_DialogueText	1397378742	Cl05_ZCJD_FeiYangJiuZhangHou_00_FeiYang	出了这么大的事，怎么没见到夫子院长？	With such a major incident, why haven't we seen the Dean?	translated	False
