change_type	namespace	guid	row	old_source_hash	new_source_hash	old_text	new_text	old_zh_text	new_zh_text	old_status	new_status	old_model	new_model	source	reason
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	1CA9703F4127985396A57F82F6C635EE			0x8D181FCA		Each player enters a cooldown after blocking with a shield. Teammates must take turns picking up shields to handle the continuous attacks from random directions.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	20FACF03474E47A2E5B5D3987A3B43B1			0x7F2D1FA0		Commanding Vine Bind				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	24D86C944A629578C3EE35BF69287CA7			0x1480FE56		After the Darkest Nightmare descends, the location of the Nightmare Light Platform will change randomly, making it hard to predict.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	292950164BBE5DBDE65E4AB59A234741			0x2DDBEFC0		Radish King				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	2B47915048C29F9176CCE2B819D2557C			0x1B6B6028		Blade-wielding small radishes appear on the sidelines to hunt down unbound players. You must lure their slashes to cut the vines and rescue your teammates.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	2B5D03214554EE947156ECAD0C6DB253			0xD3CED754		Evil Shield Charge				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	2CF76AD349EADA9954CA7FB3FDF9625C			0xA075CBDE		Heavy Hammer Shock Zone				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	2E424B8A4598D49B92899890899F0885			0x2B459F8C		The Wood Fence King absorbs the life force of nearby small wood fences, expanding rapidly and covering itself in impenetrable thorn armor. Bomb-throwing guards appear on the sidelines; only by picking up their fire bombs and throwing them at the King's armor can its defenses be dismantled. Otherwise, its power will grow with its size until it crushes everything.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	2F5722684C7E689C20026E8A959A49B9			0x8D5529C7		The Bomb-Thrower's fire bombs explode shortly after landing. Players must pick them up and throw them at the Wooden Fence King within the time limit; otherwise, you will lose the critical window for armor-breaking.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	34C9EA5E4C7CE2790704ACB1F8BCB506			0x9956E556		Burning Shield Deadline				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	3643B9FA4EBB5A6EA5FC87B09B39C9BA			0xAB70EFB0		Mechanism Support				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	37D91E2A40F46AB49972028E299F7DAD			0xCD3DF364		Ripple Surge				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	39803E5141D52BC274213BB1F77DFAF2			0xFCF8DDC2		Flame Formation				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	3B6A0BB948C725A679ED3A87C4D922FE			0x3C3C2927		The rotation speed of the starlight walls has become extremely fast, and the escape gaps vanish in an instant. The pressure of tracking the Constellation Shadows is greatly increased, posing a massive test to the team's output and coordination.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	3F85EDF54EF4478156995497DF168887			0xD97BEEA1		The summoned Nightmare Butterflies have significantly increased life force and are harder to defeat quickly.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	40F921C2406089122B76C1ACC6C15B7E			0x5AEA489F		The cost of holding the Nightmare Light has become heavier, and the rate of Max HP loss has accelerated sharply, forcing the team to complete the relay and escort as quickly as possible.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	42B1BAB74FEDFF4A8339FA8F748D48AE			0xAD469FE4		Fence King				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	46416CB04B1957B93E6DC584A22BECF7			0x98EC3849		The Brutal Tiger leaps to the center and slams the ground repeatedly, creating spreading shockwaves. Players can jump or dodge to avoid them. Watch out for the final hit, which is a red-light skill.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	46A90FA54B1BF57117DC63BAE9FBB9EB			0x324C66ED		Darkest Nightmare				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	46D6E7A64EE2802134C14F8D56A73BD8			0x668DF6C5		The Phantom Nightmare cycles between Wolf, Bear, and Human forms, each with unique combat tactics.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	47C9A06949B183FD275450B7D0FC26F7			0x2DDBEFC0		Radish King				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	485690AF49FF96D09EE00F8AEE2C86B2			0x681EE4CA		Twin Slayers				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	4A1CF7E74DC8C428B3E68887A4DBC538			0x70B916A9		Ancient Bastion				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	4B9F99EC42F8F5024882D4850F4030BD			0xBEAFCF33		The Wood Fence King uses vines to bind all players and summons Wood Fence Spear Guards to charge across the field. You must break free from the vines immediately to avoid the attacks.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	4BDC066C4562A86F53E4BA86B6D1A434			0x4D6E2199		Vine Binding Execution				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	4C4CD3D740800927A26323AB6D41D8AA			0x92599B4A		The Scorching Fluff's breath turns the entire field into a sea of fire. Friendly wood fences will rise as stone pillars around the arena.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	4D86471649268A674B9B07AD95B5B0A0			0xFC1AF6A6		Grand Lord Botu summons a deep darkness that consumes everything. The illuminated area around the Nightmare Light Platform protects players from the darkness's continuous erosion. You must find and defeat the two Nightmare Feather Guards emerging from the darkness, seize their Nightmare Light, and successfully escort it to the platform to light it, dispelling the darkness and forcing the boss to reveal itself.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	4DAC71304DFD9E4DDABF3CA10253F7F5			0x7251DFC3		Armor Rat King				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	4E4EDC844B70EF5704E892B70C49DDCB			0xCA863F67		Rat King Charge				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	4E5BF755485786FC3A9B86A1B6A59DB4			0xC3A30EBB		The number of stone pillars rising on the field has decreased, and they collapse faster. The team must make the most precise movement decisions under extreme time pressure.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	4F8B31AE492DE537AB0A95BEFC8AEB76			0x18B85DC0		Lord Botu				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	50721C444C2578E112B7E3B56F3CC5D1			0xD2F9B2D9		The player holding the Nightmare Light will continuously lose Max HP. The team must take turns in a relay to escort the light to the destination.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	526552A94D6A0964A55D1A941CE1101D			0xD7C57EDD		Nightmare Grasp				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	5278567F42AC006B8E3BA09E57C9E887			0x3A6DAB92		Desperate Starfall				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	535BEFAC4BD1315A945CD49E8FC354EB			0xFF4BF16A		Mechanism Shield Charge				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	54DA6CDC42F0F9A8223F5791B780C8D0			0x36DF37A7		Dance of the Covenant				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	57A8D4C340CF24CB945B37AD504F7932			0x73FB5FE3		All stone pillars will rise simultaneously, and each will collapse after bearing pressure for a moment.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	589B0D4B4A0865B1DE6BBEB5125E3E37			0xAD469FE4		Fence King				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	5BBCEDF6426E605D7293FEA9FE5B54F5			0xAAA17946		Infinite Nightmare Prison				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	5BDC245C4273C74F28BF82986616D78C			0xB82DCA22		Brutal Charge				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	5D5B4D9741C7532FC7C273AA1259881E			0xF3FDDA81		Nut Lure				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	5E5B586641534CFD995FA3B7B55C4106			0x7751D840		Phantom Nightmare				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	5ED5155C48895F7D23BD6E9ADFF4530B			0x10E3A140		When leaping to the center of the arena, the Radish King pre-plants multiple explosive radish traps. If a dragged player passes through a trap, it triggers an area explosion and leaves behind scorched earth.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	61C57D5A4939FA41747CEDBD71D15382			0xF9EDB7C3		All four phantom charges from the Blade-Slayer Spirit must be lured into the Halberd-Slayer Spirit's fire shield. Any mistake will result in a failed shield break, putting the team's precision and coordination to the ultimate test.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	641F7A8B4576C8F3FFCA0A8208454FBB			0x36416FF0		Tri-Phase Illusion				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	677878D549AE65929EDC4F9D6D1DA421			0xFAD5FE62		The blade-wielding small radishes are more aggressive. The team must precisely lure them to cut the vines while avoiding traps and fire zones. Any mistake could lead to casualties.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	67D1369E42AA798E914559B5F7ACE401			0x681EE4CA		Twin Slayers				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	6AFED2514C473D8A830A95938775302D			0x86CD7FCE		Brutal Tiger				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	6B5E0FC14D4B0B7EFB332E91EDA4556C			0xE138DA2C		Shield Synergy				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	6C3311BA4431065763C365B9F7350FBE			0xE565E2F8		Rescued players must guide the inactive Self-Destruct Radishes on the field to ram into the Radish King, or lure it into the burning ground left behind. Only through continuous burning can its armor be dismantled; otherwise, it will remain.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	71E715454639E51D1612BBB9DADE0B70			0xAEB70AEA		The Radish King leaps to the center of the field, knocking back all players. It then blows its horn, binding three players with vines and dragging them toward itself. Players pulled to the Radish King will suffer a fatal slash.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	71F604A24A79CD7E8F742CBA68836220			0x7FF7F4A5		Flame Pillar Dance				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	7452AE5344AE3AA9A464BABC6B32C223			0xE55433F6		Nightmare Light Corrosion				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	76E665FE4DC8F562233EC78BE1D7B573			0x86CD7FCE		Brutal Tiger				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	775F704E49311C52F793D8BCF301851A			0x93A5245A		The Small Armored Rat's HP is significantly increased, requiring higher firepower to clear quickly. Meanwhile, the lure range of the nuts shrinks extremely fast. The coordination between the nut-bearer and the vine-pulling teammate must be millisecond-perfect; any delay could lead to a failed trap and a lost granary.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	77FFE9BB4DA69F669CD291B00B49BF86			0x2DDBEFC0		Radish King				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	785C59C7473C60858C23B6BC3D6CF8B7			0x56CD86D8		The Calamity Meteor that appears now is empowered by the Source of Calamity, significantly increasing its stability. Players must unleash stronger attacks to shatter it.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	788F3E994AF924C482038B9F138693D7			0x7251DFC3		Armor Rat King				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	7A0626A54AA38C9EA746EF93443D3231			0x0BEBACA4		Sky-Slayer Spirit				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	7B50CB83482A93E3F16C4585E28866A4			0xC26D89D4		When giant-sized, it spawns explosive wooden fences at each player's feet. Move away immediately.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	810DDDE841D27AAB0EB5419CE8661982			0xAD469FE4		Fence King				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	825B82E346A1E3020CCA5188EF0088D2			0xC8133D8E		Furious Absorption				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	8A1BD8134718FC1B95DCA387C7D5097B			0x2A5301B2		While dragging a teammate, the Radish King generates sturdy thorn armor. While the blade-wielding small radishes can cut the vines, they cannot break the armor.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	8E8E98A74C29C3D9F9248196DCFD0D09			0x102911AA		Seed Burst Encirclement				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	91048735444BCEEBF66D9BAD89D960FE			0x681EE4CA		Twin Slayers				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	91D302A0408DA91488505FA64196C338			0x93557F50		Desperate Food Guard				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	92A8017E4BB0B205EA52ABB863B2FE54			0x60F9E6C9		Desperate Pillar Dance				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	92ECBCFD4DAF1A875C10E489CCDDD7AF			0x3B524EA3		When the Phantom Nightmare changes forms, the number of nightmare rifts on the field increases, putting more pressure on teammates to rescue. Meanwhile, the Nightmare Butterflies that abduct players become much weaker and more fragile.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	93591D4A4088D6473C4130A4BB3480D0			0x1BF071F0		In the second phase, the walls rotate faster, and the Sky-Slayer Spirit locks onto each player, spawning three tracking energy orbs that persist in pursuit, severely hindering movement. The team must dodge the energy orbs while finding gaps in the walls to shatter the hidden Constellation Shadows.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	937CD22241AB2914169DB29F943580DA			0x459734F0		Star-Shattering Soul Pursuit				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	93FC26274BECD6147FEDD28BCCEEB7DA			0x316654CB		Fire Shield Bash				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	9450187B4CFC68DB67D7B2B2C41030A3			0x0793C0EE		The team must move in unison and transfer sequentially, efficiently utilizing every stone pillar within the limited time. Any member lagging behind may disrupt the rhythm and lead to casualties.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	980D410C48ADE119F5AA35B440C2B193			0x0BEBACA4		Sky-Slayer Spirit				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	987937774F981B4485013BA0CFBACE4C			0x47F5D02B		Ground-Shaking Thunder				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	9A239FDF4EA02050A16D23AB538934EC			0x48A9350E		The Sky-Slayer Spirit returns to the center to channel star power, summoning five constellations that rotate around it. Players must quickly shatter all star nodes to interrupt the chant. Success causes the spirit to dissipate; failure results in a full-screen Starfall attack.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	9E99D2E74288F6D90D443C9188AC2AAC			0xAE81EF92		When the Brutal Tiger charges with its shield, the shield has its own durability. Players must focus fire to break it, or the final unavoidable red-light charge will deal devastating damage.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	9EF56AC04347F41E718B259262DAB061			0x0DEE3E19		Seed Burst Ambush				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	A09301494FF3DD5472A184B289B670C0			0x7751D840		Phantom Nightmare				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	A5989E4E444B43B32C20CEB61A36A588			0xF4F8C265		Divine Pattern Scorching Fluff				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	A62072694605AE9EB72C67967FFDD8C7			0x7751D840		Phantom Nightmare				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	A7A07C9A4C5E5CC7C4FA5693E86BEDCD			0xAD469FE4		Fence King				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	A8304A814E3331CD3908C19C195E6B9F			0x445434FD		Heavenly Barrier Shuttle				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	AC15B69D4A9EFC29AD5E98B4495245E7			0x5C0F3214		Star Vortex Strike				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	AE576D0F43C39077E5B9DDAF36EAB5E5			0x0BEBACA4		Sky-Slayer Spirit				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	AEC3D7794613A304222154A635E30AFE			0x0FA6F3A1		In addition to the original mechanics, an Elite Armor Rat appears, charging along a fixed route. If the nut-carrier is hit, the nut is dropped. A player must be assigned to intercept the elite and clear the rolling small rats, or the formation will easily be disrupted.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	B0059DD841530CA2F168B487599832D9			0xA77C1408		Megadrive Hammer				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	B08DA41D42B05EC3C551C89701D76CDC			0xF8C2BB36		Spirit-Absorbing Gigantism				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	B376FD9B4264A9653A15D58E5DF44FDE			0xCE25F464		Cosmic Vortex Storm				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	B3830F41478EE30AE89F5294EA668BB9			0x7751D840		Phantom Nightmare				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	B91208C74204824EDB3507A439AC695A			0xF4F8C265		Divine Pattern Scorching Fluff				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	B9F37A044E474CBDD9CAF4A6BDF8AD1E			0xC9C66559		Crimson Flame Field				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	BA5A7464485F6BDF18B1B49B4CE08BD6			0x18B85DC0		Lord Botu				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	BAA0843D41CE8622B40ECDA78D3AA490			0x0922AC01		Stubborn Plant Protection				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	BB3B2F5E410118EA02AB15862CB7E8DD			0x3636D4EB		The Wood Fence King's attack power spikes during its giant form. The team must efficiently intercept and throw fire bombs; any delay will cause the survival space to shrink rapidly.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	BC4AB531490ECA80DA77ADBB47639951			0x681EE4CA		Twin Slayers				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	BD0F7CF14EA72F6AA5AC21877B7F8D58			0x2DDBEFC0		Radish King				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	BFA5C84846BD1162E50875A4EBBEF4FA			0x83088F76		After charging, the Wanshu Hammer releases a full-screen shockwave. One player must quickly pick up a mechanical shield dropped on the field to block the attack, while other players must stay close behind the shield-bearer to avoid damage. The shockwave will erupt twice in succession; adjust your positioning accordingly.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	C00AD92D4DA4E66E2C5727B2D136240A			0xAAB01A08		The thorn armor covering the Wood Fence King's torso has become exceptionally tough, requiring more fire bombs to break.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	C1DB8AC7415586F7048080AD569ACBAB			0x077BB2E0		Desperate Support				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	C2BE9769420DBAC2C66E278CBCD27C5E			0xE812B6FC		Sinister Dark Domain				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	CD9C94BF466441F993C3A0B38153D456			0x628EF43D		Obsession Blessing				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	CF1AFB084821E47F0152AFAC0EC14998			0x926E73A0		Triple Shockwave				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	D13DB0FD491D8122DF814985E82FA344			0xD8D1EBD1		The Sky-Slayer Spirit summons five hidden Constellation Shadows and drives four rotating starlight walls. The walls have gaps for escape; players must flexibly weave through these gaps to find and shatter all hidden Constellation Shadows.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	D4C5C14E42B31B6B9BD937B5D2006253			0x07B35352		Ground-Shaking Impact				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	D6EA112546C9E101C2AFCA9B3943084C			0xF4F8C265		Divine Pattern Scorching Fluff				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	D808FC6D4129978FD435A3BA6C900694			0x618D8323		Nightmare Ripples overflowing from the Nightmare Rift are spreading at an accelerated rate, rapidly eroding the already limited survival space.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	D80BA1E840F13FF4BDB5229172008845			0x1E3790B5		The Blade-Slayer Spirit locks onto a player to charge, while the Halberd-Slayer Spirit activates a fire shield in the center of the arena. Players must lure the Blade-Slayer Spirit into crashing into the fire shield three times to break it; otherwise, the team will suffer massive full-screen damage.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	D818E20C4BF1B014DD854699DC56BF26			0xE9C9E6C5		The Armor Rat King summons multiple small armored rats to roll around and cause chaos. One carries a special nut; defeating it leaves the nut on the field. The King then pulls all players in and binds two with Resonance Vines (the bound are silenced and will be pulled back if they get too far apart). Other teammates must pick up the nut to lure the King into charging. The two connected by vines must pull in opposite directions to create a tripwire to trip the giant rat during its charge.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	D8781D0649F702157C3EA6AFC41E6625			0x0DEA3E99		The Brutal Tiger raises its shield and locks onto a player for continuous charges. The target must adjust their position to avoid hitting teammates, while others can attack the Tiger's back. The final charge is a red-light skill that must be dodged.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	DBF5C26F4065D5FC23543B8FDD4D84EF			0x2DDBEFC0		Radish King				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	E38646A048697C3DC69C778B438803B1			0x0BEBACA4		Sky-Slayer Spirit				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	E6BF0A574CD3E7D70C2AF5B5574CBB90			0x86CD7FCE		Brutal Tiger				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	E71C230C4D34CDDD9BD614B8DDAEF1DC			0xA77C1408		Megadrive Hammer				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	E753B1D8492E12408D2944B3AC9BAC5C			0x129F0657		Players must jump onto the stone pillars in time to avoid the ground flames. After the fire breath ends, the Scorching Fluff will enter an exhausted state—this is the best time to unleash full damage.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	EC7BEEA94B55B25F28C55CA581BA20C1			0xC4CAC6AB		Before the Wanshu Hammer launches its full-screen attack, it summons two mechanical minions. One will attempt to grab the shield on the field. The team must prioritize focusing fire on the shield-bearing minion to reclaim the shield; otherwise, you will be unable to block the subsequent devastating full-screen attack.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	EEBBD9794E8E607C189AD587C63757AA			0x6943D7EA		Precision Guidance				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	EEC03B0740A9DB4BF79B249F94420235			0xF4F8C265		Divine Pattern Scorching Fluff				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	EF49326548DA79BA6A9BD897C39E7F2B			0xA77C1408		Megadrive Hammer				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	EF5FF5B1467151CCDC9B639EE0FFCE90			0x07EA384B		Star Ring Burst				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	EF66BD2D441D9FD2E8171D9502B2277B			0x18B85DC0		Lord Botu				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	EF98DF5F446B99DB06E73DA68C9C0497			0xAD469FE4		Fence King				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	F052DE274BD7C934852004A75F7885AC			0xF4F8C265		Divine Pattern Scorching Fluff				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	F1745FD44C582FA6D7FE1C98BA28AA9D			0x18B85DC0		Lord Botu				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	F3515647462C24E831CD02976EF8DC9C			0x28A07155		Burning Ground Inferno				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	F4AE63C847CEB64FE3F726A26F520B68			0x184E4E1D		The Blade-Slayer Spirit splits into four phantom clones that lock onto different players for a charge.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	F77CA53C4B5625CF302F618970D1E137			0x69412330		Players suffer significantly increased erosion from the Darkest Nightmare, and healing effects are greatly suppressed.				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	F836BC7A4A0C3574B5D4A2AA471A48A3			0x29725DA7		Nightmare Light Burning Body				translated				
