package	asset_base	namespace	text_key	offset	current	target	old_size	new_size	delta	encoding	repair_ok	repair_status
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	37CD1353475DB964168201ACE43465F2	6847	移动速度降低#0#	Reduces Movement Speed by #0#.	24	66	42	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	6C8C8A544C813469F4961F92B015C90B	8755	移动速度降低#0#	Reduces Movement Speed by #0#.	24	66	42	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	74A738454E11DF15967BE8BE29D526D9	10663	移动速度降低#0#	Reduces Movement Speed by #0#.	24	66	42	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	CD96FD1E49D46B7C1073C3B5FF77DBC5	12571	移动速度降低#0#	Reduces Movement Speed by #0#.	24	66	42	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	C0EB69E547019A24B32FA18BBB0C5183	14479	移动速度降低#0#	Reduces Movement Speed by #0#.	24	66	42	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	E1F22A2E4BC05561C93EB0B6E9FD5DAB	16387	移动速度降低#0#	Reduces Movement Speed by #0#.	24	66	42	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	EC6358294BEB8A5AB69018978E34E50C	18295	移动速度降低#0#	Reduces Movement Speed by #0#.	24	66	42	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	CB6D01734247BBB0A66AACB1AF5B6786	20203	移动速度降低#0#	Reduces Movement Speed by #0#.	24	66	42	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	1A59926249F38DF1B8D8989609CA1DBF	22111	移动速度降低#0#	Reduces Movement Speed by #0#.	24	66	42	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	F6FAE8D34B78F7AB253540A792371517	24019	移动速度降低#0#	Reduces Movement Speed by #0#.	24	66	42	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	9ECF98C24D72C998E8A846A803C98FD9	25927	移动速度降低#0#	Reduces Movement Speed by #0#.	24	66	42	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	B1313C0B4FF1CD920A14F1AC2E972737	27835	移动速度降低#0#	Reduces Movement Speed by #0#.	24	66	42	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	96D97CBE4E025A850C22C48294C6381A	29743	移动速度降低#0#	Reduces Movement Speed by #0#.	24	66	42	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	30F45B0B45722FB8B124A7983A544135	31651	移动速度降低#0#	Reduces Movement Speed by #0#.	24	66	42	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	0B8BA16C45BCA7FAC93D0A8E6EB35AFB	33563	攻击处于冰冻的敌人会额外造成#1#伤害	Deals #1# more damage to Frozen enemies.	44	86	42	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	1494088A4CB3D2ABF9343EBFD1741D1F	37241	冰柱和领域范围扩大至#a#米，伤害提升#b#	Enlarges the ice pillars and the Chilling Zone to #a# and increases damage by #b#.	50	170	120	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBigBear	ECEDF8D8413ED390BCE831BD33D15527	39551	提升#a#冰冻领域积累凝流异常的速度	Increases the speed that Ice debuffs are applied in frozen domains by #a#.	42	154	112	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	09A21C00491D385C00A7BD9C824D6E40	1579	获得#Shield0#点护盾值，持续#Time#秒	Grants a Shield that absorbs #Shield0# damage for #Time#s.	56	122	66	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	F788DBA64E3BF0671740BAAE0F30100B	3960	获得#Shield0#点护盾值，持续#Time#秒	Grants a Shield that absorbs #Shield0# damage for #Time#s.	56	122	66	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	56178938497FE674E28E0880BFE9BC9E	6341	获得#Shield0#点护盾值，持续#Time#秒	Grants a Shield that absorbs #Shield0# damage for #Time#s.	56	122	66	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	8009FC9140291782F783679FED1C0B03	8722	获得#Shield0#点护盾值，持续#Time#秒	Grants a Shield that absorbs #Shield0# damage for #Time#s.	56	122	66	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	9E799547467C44010F06DDA7810D93AA	11103	获得#Shield0#点护盾值，持续#Time#秒	Grants a Shield that absorbs #Shield0# damage for #Time#s.	56	122	66	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	3884683E456D2974D0036D9025DCE904	13484	获得#Shield0#点护盾值，持续#Time#秒	Grants a Shield that absorbs #Shield0# damage for #Time#s.	56	122	66	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	7F17770240162FF273FB4B8FC5EA0323	15865	获得#Shield0#点护盾值，持续#Time#秒	Grants a Shield that absorbs #Shield0# damage for #Time#s.	56	122	66	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	54665C0A499A493AEF7707A791CCAE64	18246	获得#Shield0#点护盾值，持续#Time#秒	Grants a Shield that absorbs #Shield0# damage for #Time#s.	56	122	66	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	62C23E2D4171E11A9A97929E922FE6D4	20627	获得#Shield0#点护盾值，持续#Time#秒	Grants a Shield that absorbs #Shield0# damage for #Time#s.	56	122	66	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	BACD028C48A7DBEFB82540AF2B96C3C1	23008	获得#Shield0#点护盾值，持续#Time#秒	Grants a Shield that absorbs #Shield0# damage for #Time#s.	56	122	66	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	8F67A2CE4ACF1D565CE2BF928C13328E	25389	获得#Shield0#点护盾值，持续#Time#秒	Grants a Shield that absorbs #Shield0# damage for #Time#s.	56	122	66	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	3250D4454766EE1BD3E7ACA215AC8B60	27770	获得#Shield0#点护盾值，持续#Time#秒	Grants a Shield that absorbs #Shield0# damage for #Time#s.	56	122	66	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	325117914DA23B40C17B489A16F3FEB3	30151	获得#Shield0#点护盾值，持续#Time#秒	Grants a Shield that absorbs #Shield0# damage for #Time#s.	56	122	66	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	207A04CE4242DB2917D6919C70CEA40A	32532	获得#Shield0#点护盾值，持续#Time#秒	Grants a Shield that absorbs #Shield0# damage for #Time#s.	56	122	66	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	CB58C0D343650F584C41F4B18F67B126	34913	获得#Shield0#点护盾值，持续#Time#秒	Grants a Shield that absorbs #Shield0# damage for #Time#s.	56	122	66	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	704A00424E40EB378180A490B10C5796	37294	获得#Shield0#点护盾值，持续#Time#秒	Grants a Shield that absorbs #Shield0# damage for #Time#s.	56	122	66	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	2D61389347C07003BD8A52A9F5425D8D	39667	暴击率提升#a#，持续#Time#秒	Increases Critical Rate by #a# for #Time#s.	42	92	50	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	BB040AFA4019F4608D4E14BC393A8F53	43613	获得#Shield0#点护盾值，持续#Time#秒	Grants a Shield that absorbs #Shield0# damage for #Time#s.	56	122	66	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	301E526242CA21FA2AC0FB827E26461B	45994	获得#Shield0#点护盾值，持续#Time#秒	Grants a Shield that absorbs #Shield0# damage for #Time#s.	56	122	66	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonBlueBeast	65B3ADB0414C2D7E7E2672BBB6A0A24A	48375	获得#Shield0#点护盾值，持续#Time#秒	Grants a Shield that absorbs #Shield0# damage for #Time#s.	56	122	66	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	DF07C7DA4948EAB824495B914C8343B6	1127	飞刃每次命中可增加自身#1#的普攻伤害，可叠加#value#层，持续#time#秒	Each blade on hit increases Basic Attack damage by #1# for #time#s, stacking up to #value# times.	88	200	112	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	F02F2BB644A3C5B06B68D3ACB74B734A	3966	普攻伤害提升#1#	Increases Basic Attack damage by #1#.	24	80	56	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	96E8C5ED49E453AC8A48C2B8C42F2145	5822	召唤唤灵后，提升月刃伯屠#value#的流相克制强度	Increases Twinblade Dreamslayer's Weakness Multiplier by #value#.	58	136	78	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	B7CE56C6430C4E8449D75BA2E4EB67C4	7798	飞刃数量增加#a#，飞刃命中增加共鸣普攻伤害的效果可叠加至#c#层	The number of blades is increased by #a#. The Basic Attack damage bonus stacks up to #c# times.	72	196	124	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	B46174E944504FE738DAD6972391C67B	10614	普攻伤害提升#1#	Increases Basic Attack damage by #1#.	24	80	56	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	BA60A3584D33F087467E4C848ADAEDA8	13998	当共鸣施放普通攻击命中时，增加该共鸣#Dmg0#的暴击伤害，可叠加#ceng#层，持续#Time0#秒	Each Basic Attack on hit increases Critical Damage by #Dmg0# for #Time0#s, stacking up to #ceng# times.	108	212	104	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	E38C14294E2E1E357CB456978DCBD9C3	16848	增加#a#的暴击伤害	Increases Critical Damage by #a#.	26	72	46	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	5F9869194DB5C774C020DE954FCA4E15	18837	贯流强度提升#Puncture0#	Increases Puncture Adeptness by #Puncture0#.	40	94	54	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	03EE1FC949CC3B948EE284B0423640B6	20848	贯流强度提升#Puncture0#	Increases Puncture Adeptness by #Puncture0#.	40	94	54	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	F027EF79430DA93810E34F8DCD0FCF3A	22859	贯流强度提升#Puncture0#	Increases Puncture Adeptness by #Puncture0#.	40	94	54	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	CA0F2C0046B8FFBE25F20BADE40022D1	24870	贯流强度提升#Puncture0#	Increases Puncture Adeptness by #Puncture0#.	40	94	54	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	BE72D4374D09AAFBADCDD78F53C08061	26881	贯流强度提升#Puncture0#	Increases Puncture Adeptness by #Puncture0#.	40	94	54	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	7C094783491E1F887F5E018CC11921E5	28892	贯流强度提升#Puncture0#	Increases Puncture Adeptness by #Puncture0#.	40	94	54	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	93F70BA044FF164F2F591AA1A33D96AB	30903	贯流强度提升#Puncture0#	Increases Puncture Adeptness by #Puncture0#.	40	94	54	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	1ECC36634A68C37DB066C39FAD0650AE	32914	贯流强度提升#Puncture0#	Increases Puncture Adeptness by #Puncture0#.	40	94	54	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	755BCABC4D122B602F30109258508626	34925	贯流强度提升#Puncture0#	Increases Puncture Adeptness by #Puncture0#.	40	94	54	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	651F9E70466357F3F16C0C9098C0F6BA	36936	贯流强度提升#Puncture0#	Increases Puncture Adeptness by #Puncture0#.	40	94	54	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	5073C5C64573345B4BC6228FEB63A1C1	38947	贯流强度提升#Puncture0#	Increases Puncture Adeptness by #Puncture0#.	40	94	54	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	62B549AD439A170053F6C4B9F7DF7141	40958	贯流强度提升#Puncture0#	Increases Puncture Adeptness by #Puncture0#.	40	94	54	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonDreamHunterDualBlade	031EB7D14411A515AF6F6B8A6F81E6E9	42969	贯流强度提升#Puncture0#	Increases Puncture Adeptness by #Puncture0#.	40	94	54	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	309D989A4544035B8DA2239CF9CCBC51	1127	提升#SkillPower0#冷却缩减	Increases Cooldown Reduction by #SkillPower0#.	44	98	54	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	E00AAAF84F7047D32F3E02A762A7186C	3148	提升#SkillPower0#震流强度	Increases Quake Adeptness by #SkillPower0#.	44	92	48	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	46C068694E001837429F93B9306242F9	5165	提升#SkillPower0#的全流强度	Increases All-round Adeptness by #SkillPower0#.	46	100	54	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	5F5D290944580C5E36DF0B8C887589C0	8656	每次使用流技，普攻伤害提升#1#，持续#0#秒，可叠加#2#层	Using a skill increases Basic Attacks' damage by #1# for #0#s, stacking up to #2# times.	68	182	114	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	426497594E9057A51D908CB02116C595	11456	普攻伤害提升#1#	Increases Basic Attacks' damage by #1#.	24	84	60	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	899D9ED24F1954D9FE59A7BA8AA6E54D	13368	震流强度提升#SkillPower0#	Increases Quake Adeptness by #SkillPower0#.	44	92	48	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	9614AA7C49FC4CB0AEA16D8F005F64F7	15385	震流强度提升#SkillPower0#	Increases Quake Adeptness by #SkillPower0#.	44	92	48	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	CC6CECC8439A07B6A65BDD95E381A770	17402	震流强度提升#SkillPower0#	Increases Quake Adeptness by #SkillPower0#.	44	92	48	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	240AD6A842E12878345F5AB85359CD08	19419	震流强度提升#SkillPower0#	Increases Quake Adeptness by #SkillPower0#.	44	92	48	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	D982234B4259617BA652E9A8C8A1F06E	21436	震流强度提升#SkillPower0#	Increases Quake Adeptness by #SkillPower0#.	44	92	48	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	E827AE1F465B953774E20980035434D0	23453	震流强度提升#SkillPower0#	Increases Quake Adeptness by #SkillPower0#.	44	92	48	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	72AA139C44853B9D8A843CAD65B2D1BE	25470	震流强度提升#SkillPower0#	Increases Quake Adeptness by #SkillPower0#.	44	92	48	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	D6F0EB76475F424BCA9859A7CC65010A	27487	震流强度提升#SkillPower0#	Increases Quake Adeptness by #SkillPower0#.	44	92	48	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	BA4FAEDB4CC93FE306B69A98EFEBFE45	29504	震流强度提升#SkillPower0#	Increases Quake Adeptness by #SkillPower0#.	44	92	48	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	012EE9D641795931F8333591F356039C	31521	震流强度提升#SkillPower0#	Increases Quake Adeptness by #SkillPower0#.	44	92	48	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	B3ECE14744F1AFC930BD1085947E2D3E	33538	震流强度提升#SkillPower0#	Increases Quake Adeptness by #SkillPower0#.	44	92	48	utf16		
1018	/NGR/Content/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonGolemGiantBoss	D406E50042A88489A1AA2A92DD43F5EF	35555	震流强度提升#SkillPower0#	Increases Quake Adeptness by #SkillPower0#.	44	92	48	utf16		
