namespace	guid	source_hash	source_hash_hex	source	text	zh_text	source_text	row	reason	official_target_text	official_en_text	status	model	shared_source_count
/Game/Data/DataTables/Item/DT_ItemBaseData	63FD175B48CC2C902722B999296D1E56	4054254311	0xF1A702E7	missing_in_en_gemini	Effect: Instantly restores <Gold_Basic>600</> HP.	药效：即刻恢复<Gold_Basic>600</>点生命值。		40305100	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	66D8E415438C8E7840717DAE79DE686D	1369383384	0x519F21D8	missing_in_en_gemini	Effect: Increases Max HP by <Gold_Basic>18%</> for <Gold_Basic>20</> minutes.	效果：最大生命值提升<Gold_Basic>18%</>，持续<Gold_Basic>20</>分钟。		40307028	missing_in_en			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	6721BE4D44247E854C48F0900C4AA779	1720484556	0x668C82CC	missing_in_en_gemini	Artful Sculpt	巧塑花容		21070025	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	6744FAE04092B3F585FD45A28B593B21	1481367671	0x584BE077	en_still_chinese_gemini	Advanced Line Spool	高级线轮		21000021	en_still_chinese	高级线轮	高级线轮	translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	6886CD3840FC7A90E836B5BF666F869E	1986616880	0x76695E30	missing_in_en_gemini	Effect: Increases Crit Rate by <Gold_Basic>10%</> and Crit Damage by <Gold_Basic>18%</> for <Gold_Basic>20</> minutes.	效果：暴击率提升<Gold_Basic>10%</>，暴击效果提升<Gold_Basic>18%</>，持续<Gold_Basic>20</>分钟。		40307044	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	688AAEDD4A0662980BD4B7BA12FFDA19	3233105938	0xC0B54812	en_still_chinese_gemini	Grants Assault Gear with Glory Gear Score <Gold_Basic>60~90</> and Affix Level <Gold_Basic>2~3</>.	可获得荣耀装等为<Gold_Basic>60~90</>、词条等级为<Gold_Basic>2~3</>的强攻装备。		301301199	en_still_chinese	可获得荣耀装等为<Gold_Basic>60~90</>、词条等级为<Gold_Basic>2~3</>的强攻装备。	可获得荣耀装等为<Gold_Basic>60~90</>、词条等级为<Gold_Basic>2~3</>的强攻装备。	translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	68D8572B494F80EED0DA9D90105E1579	2909162685	0xAD664CBD	missing_in_en_gemini	Effect: Increases Attack by <Gold_Basic>70</> and Ultimate Charge Efficiency by <Gold_Basic>10%</> for <Gold_Basic>20</> minutes.	效果：攻击力提升<Gold_Basic>70</>，绝技充能效率提升<Gold_Basic>10%</>，持续<Gold_Basic>20</>分钟。		40306045	missing_in_en			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	69D45204479C3F6A07B27986FE7A9F08	3859376990	0xE6096B5E	missing_in_en_gemini	Effect: Increases Ultimate Charge Efficiency by <Gold_Basic>30%</> for <Gold_Basic>20</> minutes.	效果：绝技充能效率提升<Gold_Basic>30%</>，持续<Gold_Basic>20</>分钟。		40307003	missing_in_en			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	6B6ADA1F4F7B136785F2FBBABF6EC933	1188646067	0x46D94CB3	missing_in_en_gemini	Effect: Increases Pierce Flow Intensity by <Gold_Basic>12%</> and Crit Damage by <Gold_Basic>12%</> for <Gold_Basic>20</> minutes.	效果：贯流强度提升<Gold_Basic>12%</>，暴击伤害提升<Gold_Basic>12%</>，持续<Gold_Basic>20</>分钟。		40306019	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	6B832748491C51128A7A1499B6F4681A	2821422575	0xA82B7DEF	missing_in_en_gemini	High-grade bait cooked with common spices. Obtained from <Gold_Basic>Level 3 Gourmet Cooking</>.	使用常见的香料烹饪而成的高级鱼饵。<Gold_Basic>肴馔家三级烹饪</>获得。		40307040	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	6C13C1B54B97A53017E5BDA5DF2F33C2	2740648664	0xA35AFAD8	missing_in_en_gemini	Effect: Continuously restores <Gold_Basic>50%</> HP over <Gold_Basic>15</> seconds and reduces incoming Cryo damage by <Gold_Basic>80%</> for <Gold_Basic>10</> seconds.	药效：在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>50%</>生命值，并降低<Gold_Basic>80%</>受到的凝元素伤害，持续<Gold_Basic>10</>秒。		40305106	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	6D50C9164B397EBEF570E38A9F6BC814	1866834356	0x6F45A1B4	en_still_chinese_gemini	After a Flow Skill hits a target, Flow Skill Power increases, stacking up to 4 times. Stacks are cleared when taking damage while in resonance (off-field).	流技命中目标后，提升流技强度，可叠加4层；前后台共鸣受到伤害时清除层数。		301301502	en_still_chinese	流技命中目标后，提升流技强度，可叠加4层；前后台共鸣受到伤害时清除层数。	流技命中目标后，提升流技强度，可叠加4层；前后台共鸣受到伤害时清除层数。	translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	6D833DF14196D8514019D1A59CD634FB	1559959234	0x5CFB16C2	missing_in_en_gemini	Sculpting New Looks	拈花塑新容		21080023	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	6EF572684C81E3EE0F96B88DBEC5B3EC	2817439902	0xA7EEB89E	missing_in_en_gemini	Effect: Increases Scorch Resistance by <Gold_Basic>15%</> for <Gold_Basic>20</> minutes.	效果：灼元素抗性提升<Gold_Basic>15%</>，持续<Gold_Basic>20</>分钟。		40307021	missing_in_en			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	6FE32AD24181DE4CF690198D80723560	2810963416	0xA78BE5D8	missing_in_en_gemini	Effect: Instantly restores <Gold_Basic>24%</> HP, and restores <Gold_Basic>50%</> Stamina.	药效：即刻恢复<Gold_Basic>24%</>生命值，并恢复<Gold_Basic>50%</>耐力。		40305111	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	703A69204A71E469584DD0BABE999294	3289872046	0xC41776AE	missing_in_en_gemini	Effect: Increases Crit Rate by <Gold_Basic>10%</> for <Gold_Basic>20</> minutes.	效果：暴击率提升<Gold_Basic>10%</>，持续<Gold_Basic>20</>分钟。		40307008	missing_in_en			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	713B77C647089A3649960D82AA842FF1	131671181	0x07D9248D	missing_in_en_gemini	Effect: Increases Defense by <Gold_Basic>29%</> for <Gold_Basic>20</> minutes.	效果：防御力提升<Gold_Basic>29%</>，持续<Gold_Basic>20</>分钟。		40306005	missing_in_en			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	755872EA490DD9FDFFB1FF8D30793055	115720379	0x06E5C0BB	missing_in_en_gemini	Effect: Ignores <Gold_Basic>10%</> of target's Defense for <Gold_Basic>20</> minutes.	效果：穿透目标<Gold_Basic>10%</>防御力，持续<Gold_Basic>20</>分钟。		40307015	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	76C330854974EF487DA3A19D1A658297	1326697831	0x4F13CD67	missing_in_en_gemini	Effect: Increases Condensation Resistance by <Gold_Basic>15%</> for <Gold_Basic>20</> minutes.	效果：凝元素抗性提升<Gold_Basic>15%</>，持续<Gold_Basic>20</>分钟。		40306029	missing_in_en			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	7731D7634E3B6FEF2B5DACB1D2540272	684157689	0x28C76AF9	missing_in_en_gemini	Effect: Instantly restores <Gold_Basic>20%</> HP, and causes the teammate with the lowest HP within <Gold_Basic>50</> meters to instantly restore <Gold_Basic>20%</> HP.	药效：即刻恢复<Gold_Basic>20%</>生命值，并令附近<Gold_Basic>50</>米以内生命值最低的队友即刻恢复<Gold_Basic>20%</>生命值。		40305152	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	79191A50489EF250D92E24A4D2779E56	270280076	0x101C258C	missing_in_en_gemini	Effect: Continuously restores <Gold_Basic>26%</> HP over <Gold_Basic>15</> seconds; resonance (off-field) restores <Gold_Basic>22%</> HP.	药效：在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>26%</>生命值，后台共鸣恢复<Gold_Basic>22%</>生命值。		40305113	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	7A80D47C4A5FE27E936ADEB197AEE49D	2401988489	0x8F2B6F89	en_still_chinese_gemini	A metal crown surrounded by fireflies. In the oasis, fireflies watch over travelers who have yet to return home. Fireflies are the incarnations of old friends, and stars upon the earth.	萤火围绕着的金属头冠。在绿洲中，萤火守候着未归乡的旅人。\n萤火是故人的化身，也是地上的星星。		11130351	en_still_chinese	萤火围绕着的金属头冠。在绿洲中，萤火守候着未归乡的旅人。\n萤火是故人的化身，也是地上的星星。	萤火围绕着的金属头冠。在绿洲中，萤火守候着未归乡的旅人。\n萤火是故人的化身，也是地上的星星。	translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	7D99F47E42E5B7012987D79E3695A3B3	116783032	0x06F5F7B8	en_still_chinese_gemini	A primordial crystal of the flow left behind by a Calamity Beast. It condenses the source of myriad powers; absorbing it can awaken latent resonance power.	灾兽遗落之流的始源结晶，凝练了万千力量本源，吸收后能够激发共鸣的潜在力量。		60021303	en_still_chinese	灾兽遗落之流的始源结晶，凝练了万千力量本源，吸收后能够激发共鸣的潜在力量。	灾兽遗落之流的始源结晶，凝练了万千力量本源，吸收后能够激发共鸣的潜在力量。	translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	7E40D6F440F1BDB32F896D9CD5910FC8	1459607368	0x56FFD748	missing_in_en_gemini	Effect: Increases Attack by <Gold_Basic>110</> for <Gold_Basic>20</> minutes.	效果：攻击力提升<Gold_Basic>110</>点，持续<Gold_Basic>20</>分钟。		40306022	missing_in_en			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	80335FBA48D8FACA34981C838B350E1F	1715954546	0x66476372	missing_in_en_gemini	Effect: Increases Attack by <Gold_Basic>110</> and Crit Damage by <Gold_Basic>12%</> for <Gold_Basic>20</> minutes.	效果：攻击力提升<Gold_Basic>110</>点，暴击伤害提升<Gold_Basic>12%</>，持续<Gold_Basic>20</>分钟。		40306025	missing_in_en			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	809D8F3049A928500DBB4DACA97F4969	2414443008	0x8FE97A00	missing_in_en_gemini	Effect: Instantly restores <Gold_Basic>20%</> HP, and increases Flow Skill Power by <Gold_Basic>46%</> for <Gold_Basic>15</> seconds.	药效：即刻恢复<Gold_Basic>20%</>生命值，并在<Gold_Basic>15</>秒内，增加<Gold_Basic>46%</>流技强度。		40305110	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	81C1884F48C49A1F9737ED9735520C16	29036407	0x01BB0F77	missing_in_en_gemini	Effect: Increases Attack by <Gold_Basic>70</> for <Gold_Basic>20</> minutes.	效果：攻击力提升<Gold_Basic>70</>点，持续<Gold_Basic>20</>分钟。		40306001	missing_in_en			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	82F68FE4407E748FF54D1F990848F1B0	3827425988	0xE421E2C4	missing_in_en_gemini	Random Inscription	随机铭文/*占位*/		30000026	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	84754D3D4C97C87FD04A15B30A1C36C6	3216364118	0xBFB5D256	missing_in_en_gemini	Effect: Instantly restores <Gold_Basic>3000</> HP.	药效：即刻恢复<Gold_Basic>3000</>点生命值。		40305157	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	8626E732433995C509D37ABF2E2B20AB	2385771451	0x8E33FBBB	missing_in_en_gemini	Effect: Increases Scorch Flow Intensity by <Gold_Basic>12%</> and Crit Rate by <Gold_Basic>12%</> for <Gold_Basic>20</> minutes.	效果：灼流强度提升<Gold_Basic>12%</>，暴击率效果提升<Gold_Basic>12%</>，持续<Gold_Basic>20</>分钟。		40307037	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	9028315C4957F5108F1D6DB13FA24679	2794636921	0xA692C679	missing_in_en_gemini	Kindred Spirits on the Journey	知音共旅途		21080024	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	919696464B47BD1176374ABBFB464C1B	3490103197	0xD006BF9D	missing_in_en_gemini	Effect: Continuously restores <Gold_Basic>50%</> HP over <Gold_Basic>15</> seconds and reduces incoming Pyro damage by <Gold_Basic>80%</> for <Gold_Basic>10</> seconds.	药效：在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>50%</>生命值，并降低<Gold_Basic>80%</>受到的灼元素伤害，持续<Gold_Basic>10</>秒。		40305104	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	92F43B02421DF09DF7F395BABAD7A44C	2357195356	0x8C7FF25C	missing_in_en_gemini	Effect: Increases Pierce Resistance by <Gold_Basic>15%</> for <Gold_Basic>20</> minutes.	效果：贯元素抗性提升<Gold_Basic>15%</>，持续<Gold_Basic>20</>分钟。		40307023	missing_in_en			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	9347266A4A082F24213890AC66CDAA94	2987991937	0xB2192381	missing_in_en_gemini	Effect: Increases Healing Effect by <Gold_Basic>12%</> for <Gold_Basic>20</> minutes.	效果：治疗效果提升<Gold_Basic>12%</>，持续<Gold_Basic>20</>分钟。		40307010	missing_in_en			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	9675CE9F4459AC114E8F098080C9B330	1577898903	0x5E0CD397	missing_in_en_gemini	Effect: Continuously restores <Gold_Basic>3250</> HP over <Gold_Basic>15</> seconds.	药效：在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>3250</>点生命值。		40305121	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	983200294B203EFD9E1C0295DB78B386	2064231981	0x7B09AE2D	missing_in_en_gemini	Effect: Continuously restores <Gold_Basic>40%</> HP over <Gold_Basic>15</> seconds.	药效：在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>40%</>生命值。		40305138	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	999A8208419806C2565124BE6F57F669	933202434	0x379F8A02	en_still_chinese_gemini	Grants gear with Glory Gear Score <Gold_Basic>130~240</> and Affix Level <Gold_Basic>2~4 (Socketable)</>.	可获得荣耀装等为<Gold_Basic>130~240</>、词条等级为<Gold_Basic>2~4（可镶嵌）</>的装备。		300600799	en_still_chinese	可获得荣耀装等为<Gold_Basic>130~240</>、词条等级为<Gold_Basic>2~4（可镶嵌）</>的装备。	可获得荣耀装等为<Gold_Basic>130~240</>、词条等级为<Gold_Basic>2~4（可镶嵌）</>的装备。	translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	99DA851540D7C18EAB865E86E87E3646	3231803053	0xC0A166AD	missing_in_en_gemini	Capturing the beauty of the landscape in a mirror, freezing the moment of our first meeting.	镜收大陆山河色，定格刹那初相逢。		21070027	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	9BE4499F444E1CC5687ADAB67F66A2C1	3519263040	0xD1C3B140	missing_in_en_gemini	Effect: Increases Thought Flow Intensity by <Gold_Basic>12%</> and Crit Damage by <Gold_Basic>12%</> for <Gold_Basic>20</> minutes.	效果：念流强度提升<Gold_Basic>12%</>，暴击伤害提升<Gold_Basic>12%</>，持续<Gold_Basic>20</>分钟。		40306012	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	9C5214DF425A6809CE1EB7927433B942	4089691504	0xF3C3BD70	missing_in_en_gemini	Effect: Increases Break Intensity by <Gold_Basic>25%</> for <Gold_Basic>20</> minutes.	效果：破势强度提升<Gold_Basic>25%</>，持续<Gold_Basic>20</>分钟。		40306027	missing_in_en			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	9C747C104C883E4D5ACF379B9991B063	3389828336	0xCA0CACF0	missing_in_en_gemini	Effect: Increases Attack by <Gold_Basic>40</> for <Gold_Basic>10</> minutes.	效果：攻击力提升<Gold_Basic>40</>点，持续<Gold_Basic>10</>分钟。		40307014	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	9D06805F4FE9BE630D428EB3D2B04C30	3235667609	0xC0DC5E99	missing_in_en_gemini	Effect: Increases Crit Rate by <Gold_Basic>15%</> and Ultimate Charge Efficiency by <Gold_Basic>12%</> for <Gold_Basic>20</> minutes.	效果：暴击率提升<Gold_Basic>15%</>，绝技充能提升<Gold_Basic>12%</>，持续<Gold_Basic>20</>分钟。		40306026	missing_in_en			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	9DD5CC8D4C6186BC26986897426D7F3F	1198312390	0x476CCBC6	missing_in_en_gemini	Effect: Instantly restores <Gold_Basic>18%</> HP, and causes the teammate with the lowest HP within <Gold_Basic>50</> meters to instantly restore <Gold_Basic>18%</> HP.	药效：即刻恢复<Gold_Basic>18%</>生命值，并令附近<Gold_Basic>50</>米以内生命值最低的队友即刻恢复<Gold_Basic>18%</>生命值。		40305151	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	9E31CD54488AE64AB20838880F5B3FBC	1715954546	0x66476372	missing_in_en_gemini	Effect: Increases Attack by <Gold_Basic>110</> and Crit Damage by <Gold_Basic>12%</> for <Gold_Basic>20</> minutes.	效果：攻击力提升<Gold_Basic>110</>点，暴击伤害提升<Gold_Basic>12%</>，持续<Gold_Basic>20</>分钟。		40307025	missing_in_en			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	9EF26C9344C4FA557C2B79920346A435	280310211	0x10B531C3	en_still_chinese_gemini	Grants Assault gear with Glory Gear Score <Gold_Basic>110~138</> and Affix Level <Gold_Basic>3~4</>.	可获得荣耀装等为<Gold_Basic>110~138</>、词条等级为<Gold_Basic>3~4</>的强攻装备。		300704899	en_still_chinese	可获得荣耀装等为<Gold_Basic>110~138</>、词条等级为<Gold_Basic>3~4</>的强攻装备。	可获得荣耀装等为<Gold_Basic>110~138</>、词条等级为<Gold_Basic>3~4</>的强攻装备。	translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	9F131FBC49EA31EA053AB3ACD8DCFF1D	1227155637	0x4924E8B5	en_still_chinese_gemini	Fishing	钓鱼		21000006	en_still_chinese	钓鱼	钓鱼	translated	gemini-3.1-flash-lite-preview	16
/Game/Data/DataTables/Item/DT_ItemBaseData	9FB6F4514665EE879B99B6A97C1A8441	380152544	0x16A8AAE0	missing_in_en_gemini	Effect: Instantly restores <Gold_Basic>3750</> HP.	药效：即刻恢复<Gold_Basic>3750</>点生命值。		40305158	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	9FB8A85C4493088EC1EB55B91B19B073	2949791423	0xAFD23EBF	missing_in_en_gemini	Effect: Increases Pursuit Rate by <Gold_Basic>22%</> and Ultimate Charge Efficiency by <Gold_Basic>12%</> for <Gold_Basic>20</> minutes.	效果：追击率提升<Gold_Basic>22%</>，绝技充能效率提升<Gold_Basic>12%</>，持续<Gold_Basic>20</>分钟。		40306020	missing_in_en			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	A0C7CD8F44F22B420AE27081BB489C19	1201831660	0x47A27EEC	missing_in_en_gemini	An eternal guiding flame that clears the mist and lights the way for those who follow.	不灭的引路烛火，为后来者驱散迷雾，照亮征途。 		21080021	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	A2441DFD4F09D73FDD348E8C27057720	3779798797	0xE14B270D	missing_in_en_gemini	Radish King Tassel	萝国王缨子		100140082	missing_in_en			translated	gemini-3.1-flash-lite-preview	4
/Game/Data/DataTables/Item/DT_ItemBaseData	A5E46B1841DA49D1A145878A8DF1A97D	316702382	0x12E07EAE	missing_in_en_gemini	Effect: Increases Attack by <Gold_Basic>70</> and Break Intensity by <Gold_Basic>8%</> for <Gold_Basic>20</> minutes.	效果：攻击力提升<Gold_Basic>70</>，破势强度提升<Gold_Basic>8%</>，持续<Gold_Basic>20</>分钟。		40307041	missing_in_en			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	A63C645C4896C9B700466FA1E11001F1	2886116392	0xAC06A428	missing_in_en_gemini	Effect: Increases Attack by <Gold_Basic>70</> and ignores <Gold_Basic>5%</> of target's Defense for <Gold_Basic>20</> minutes.	效果：攻击力提升<Gold_Basic>70</>，穿透目标<Gold_Basic>5%</>防御力，持续<Gold_Basic>20</>分钟。		40306043	missing_in_en			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	A6A756104C859CE708725AA30A2C8D46	562640304	0x218935B0	missing_in_en_gemini	A thousand styles, all painted by the heart. Sharing becomes art, and aesthetics forge this medal.	千面风采，皆由心绘。分享自成艺术，审美铸此勋章。		21080023	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	A771F2C94C8B6149573041915149F817	2741192201	0xA3634609	missing_in_en_gemini	Effect: Increases Break Intensity by <Gold_Basic>16%</> for <Gold_Basic>20</> minutes.	效果：破势强度提升<Gold_Basic>16%</>，持续<Gold_Basic>20</>分钟。		40307009	missing_in_en			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	A7F8A3B041D48DEB33E89E9D078C064A	2543086712	0x97946C78	missing_in_en_gemini	Gift Pack	礼包		30703062	missing_in_en			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	A81083E44ABA3DA0336EFA8F0FC44429	1725941279	0x66DFC61F	missing_in_en_gemini	Effect: Increases Max HP by <Gold_Basic>12%</> for <Gold_Basic>20</> minutes.	效果：最大生命值提升<Gold_Basic>12%</>，持续<Gold_Basic>20</>分钟。		40307016	missing_in_en			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	A86BBD734835CC3BB6B8DF953AE2D175	2387242442	0x8E4A6DCA	en_still_chinese_gemini	A fresh green robe favored by the people of the Singing Sands. Its emerald color is like an oasis stretching across the endless yellow sands. Traveling through mountains and rivers, the stars shine in the sky.	鸣沙之民们喜爱的新绿色长袍。绿宝石一般的颜色，如同横亘在无垠黄沙中的绿洲。\n远游山川，星河在天。		11130352	en_still_chinese	鸣沙之民们喜爱的新绿色长袍。绿宝石一般的颜色，如同横亘在无垠黄沙中的绿洲。\n远游山川，星河在天。	鸣沙之民们喜爱的新绿色长袍。绿宝石一般的颜色，如同横亘在无垠黄沙中的绿洲。\n远游山川，星河在天。	translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	A897258746439FE4A0DDD98A2E5C80A4	685720375	0x28DF4337	missing_in_en_gemini	Effect: Instantly restores <Gold_Basic>20%</> HP, and increases Pursuit Rate by <Gold_Basic>46%</> for <Gold_Basic>15</> seconds.	药效：即刻恢复<Gold_Basic>20%</>生命值，并在<Gold_Basic>15</>秒内，增加<Gold_Basic>46%</>追击率。		40305131	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	A9680CF14D2F9743C193AB83E244F57B	674800491	0x2838A36B	missing_in_en_gemini	Effect: Slightly increases Stamina limit for <Gold_Basic>20</> minutes.	效果：少量提升耐力上限，持续<Gold_Basic>20</>分钟。		40307004	missing_in_en			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	A9C60F3C41FB5162766319A1E4E5B121	1594197776	0x5F058710	missing_in_en_gemini	Effect: Moderately increases Stamina limit for <Gold_Basic>20</> minutes.	效果：中量提升耐力上限，持续<Gold_Basic>20</>分钟。		40306011	missing_in_en			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	ABA267764EA8814020025386CD0698C4	3307248893	0xC5209CFD	missing_in_en_gemini	Effect: Instantly restores <Gold_Basic>12.5%</> HP, plus an additional <Gold_Basic>1750</> HP.	药效：即刻恢复<Gold_Basic>12.5%</>生命值，并额外恢复<Gold_Basic>1750</>点生命值。		40305137	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	ACEEE906425225F04AFDE693BCCF868A	1227155637	0x4924E8B5	en_still_chinese_gemini	Fishing	钓鱼		21000009	en_still_chinese	钓鱼	钓鱼	translated	gemini-3.1-flash-lite-preview	16
/Game/Data/DataTables/Item/DT_ItemBaseData	ADA885B540C8807A3232F8AD8964C56D	20576356	0x0139F864	en_still_chinese_gemini	Grants Confrontation Gear with Glory Gear Score <Gold_Basic>60</> and Affix Level <Gold_Basic>2 (Socketable)</>.	可获得荣耀装等为<Gold_Basic>60</>、词条等级为<Gold_Basic>2（可镶嵌）</>的对抗装备。		300351799	en_still_chinese	可获得荣耀装等为<Gold_Basic>60</>、词条等级为<Gold_Basic>2（可镶嵌）</>的对抗装备。	可获得荣耀装等为<Gold_Basic>60</>、词条等级为<Gold_Basic>2（可镶嵌）</>的对抗装备。	translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Item/DT_ItemBaseData	ADD235F7424678D4F04ED493A0A2843E	1469469727	0x5796541F	missing_in_en_gemini	Effect: Instantly restores <Gold_Basic>10%</> HP, plus an additional <Gold_Basic>1400</> HP.	药效：即刻恢复<Gold_Basic>10%</>生命值，并额外恢复<Gold_Basic>1400</>点生命值。		40305136	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Item/DT_ItemBaseData	AE18603840252A7B85B3F9AF37CC98AD	2039076411	0x7989D63B	missing_in_en_gemini	Effect: Ignores <Gold_Basic>15%</> of target's Defense for <Gold_Basic>20</> minutes.	效果：穿透目标<Gold_Basic>15%</>防御力，持续<Gold_Basic>20</>分钟。		40307034	missing_in_en			translated	gemini-3.1-flash-lite-preview	1
